data,variable,value
2020-05-02,tempo_leve_ativo,313
2020-05-03,tempo_leve_ativo,267
2020-05-04,tempo_leve_ativo,284
2020-05-05,tempo_leve_ativo,305
2020-05-06,tempo_leve_ativo,299
2020-05-07,tempo_leve_ativo,328
2020-05-08,tempo_leve_ativo,151
2020-05-09,tempo_leve_ativo,231
2020-05-10,tempo_leve_ativo,275
2020-05-11,tempo_leve_ativo,199
2020-05-12,tempo_leve_ativo,105
2020-04-16,tempo_leve_ativo,203
2020-05-01,tempo_leve_ativo,237
2020-04-12,tempo_leve_ativo,153
2020-04-13,tempo_leve_ativo,155
2020-04-14,tempo_leve_ativo,189
2020-04-15,tempo_leve_ativo,139
2020-04-19,tempo_leve_ativo,124
2020-04-20,tempo_leve_ativo,145
2020-04-21,tempo_leve_ativo,206
2020-04-22,tempo_leve_ativo,153
2020-04-24,tempo_leve_ativo,125
2020-04-25,tempo_leve_ativo,129
2020-04-26,tempo_leve_ativo,132
2020-04-27,tempo_leve_ativo,145
2020-04-28,tempo_leve_ativo,161
2020-04-30,tempo_leve_ativo,308
2020-05-01,tempo_leve_ativo,258
2020-05-02,tempo_leve_ativo,139
2020-05-03,tempo_leve_ativo,152
2020-05-04,tempo_leve_ativo,135
2020-05-06,tempo_leve_ativo,154
2020-05-07,tempo_leve_ativo,209
2020-05-08,tempo_leve_ativo,147
2020-05-09,tempo_leve_ativo,171
2020-05-11,tempo_leve_ativo,128
2020-05-12,tempo_leve_ativo,58
2020-04-20,tempo_leve_ativo,158
2020-04-23,tempo_leve_ativo,223
2020-05-07,tempo_leve_ativo,148
2020-04-12,tempo_leve_ativo,156
2020-04-13,tempo_leve_ativo,169
2020-04-14,tempo_leve_ativo,174
2020-04-15,tempo_leve_ativo,190
2020-04-16,tempo_leve_ativo,142
2020-04-17,tempo_leve_ativo,93
2020-04-18,tempo_leve_ativo,174
2020-04-19,tempo_leve_ativo,154
2020-04-20,tempo_leve_ativo,169
2020-04-21,tempo_leve_ativo,145
2020-04-22,tempo_leve_ativo,159
2020-04-23,tempo_leve_ativo,136
2020-04-24,tempo_leve_ativo,135
2020-04-25,tempo_leve_ativo,141
2020-04-25,tempo_leve_ativo,141
2020-04-26,tempo_leve_ativo,161
2020-04-27,tempo_leve_ativo,192
2020-04-28,tempo_leve_ativo,139
2020-04-29,tempo_leve_ativo,172
2020-04-30,tempo_leve_ativo,121
2020-05-01,tempo_leve_ativo,127
2020-05-02,tempo_leve_ativo,142
2020-05-03,tempo_leve_ativo,195
2020-05-04,tempo_leve_ativo,167
2020-05-05,tempo_leve_ativo,214
2020-05-06,tempo_leve_ativo,166
2020-05-07,tempo_leve_ativo,158
2020-05-08,tempo_leve_ativo,139
2020-05-09,tempo_leve_ativo,171
2020-05-10,tempo_leve_ativo,152
2020-05-11,tempo_leve_ativo,184
2020-05-12,tempo_leve_ativo,102
2020-04-12,tempo_leve_ativo,116
2020-04-13,tempo_leve_ativo,82
2020-04-14,tempo_leve_ativo,84
2020-04-15,tempo_leve_ativo,126
2020-04-20,tempo_leve_ativo,139
2020-04-22,tempo_leve_ativo,195
2020-04-23,tempo_leve_ativo,232
2020-04-27,tempo_leve_ativo,112
2020-04-28,tempo_leve_ativo,310
2020-04-29,tempo_leve_ativo,380
2020-04-30,tempo_leve_ativo,301
2020-05-01,tempo_leve_ativo,79
2020-05-02,tempo_leve_ativo,101
2020-05-03,tempo_leve_ativo,156
2020-05-04,tempo_leve_ativo,129
2020-04-12,tempo_moderado_ativo,13
2020-04-13,tempo_moderado_ativo,19
2020-04-15,tempo_moderado_ativo,34
2020-04-16,tempo_moderado_ativo,10
2020-04-17,tempo_moderado_ativo,20
2020-04-19,tempo_moderado_ativo,31
2020-04-20,tempo_moderado_ativo,12
2020-04-21,tempo_moderado_ativo,8
2020-04-23,tempo_moderado_ativo,21
2020-04-24,tempo_moderado_ativo,5
2020-04-25,tempo_moderado_ativo,14
2020-04-26,tempo_moderado_ativo,23
2020-04-28,tempo_moderado_ativo,28
2020-04-29,tempo_moderado_ativo,12
2020-04-30,tempo_moderado_ativo,34
2020-05-01,tempo_moderado_ativo,35
2020-05-02,tempo_moderado_ativo,15
2020-05-03,tempo_moderado_ativo,24
2020-05-05,tempo_moderado_ativo,24
2020-05-06,tempo_moderado_ativo,6
2020-05-07,tempo_moderado_ativo,46
2020-05-08,tempo_moderado_ativo,8
2020-05-09,tempo_moderado_ativo,11
2020-05-10,tempo_moderado_ativo,31
2020-05-11,tempo_moderado_ativo,23
2020-04-29,tempo_moderado_ativo,0
2020-04-30,tempo_moderado_ativo,13
2020-05-02,tempo_moderado_ativo,7
2020-05-08,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,0
2020-04-30,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,7
2020-04-12,tempo_moderado_ativo,0
2020-04-13,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,0
2020-04-26,tempo_moderado_ativo,0
2020-04-28,tempo_moderado_ativo,0
2020-04-12,tempo_moderado_ativo,8
2020-04-13,tempo_moderado_ativo,0
2020-04-14,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,0
2020-04-16,tempo_moderado_ativo,0
2020-04-17,tempo_moderado_ativo,0
2020-04-19,tempo_moderado_ativo,0
2020-04-20,tempo_moderado_ativo,0
2020-04-21,tempo_moderado_ativo,0
2020-04-22,tempo_moderado_ativo,0
2020-04-23,tempo_moderado_ativo,0
2020-04-24,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,0
2020-04-27,tempo_moderado_ativo,0
2020-04-28,tempo_moderado_ativo,0
2020-04-29,tempo_moderado_ativo,0
2020-04-30,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,0
2020-05-02,tempo_moderado_ativo,0
2020-05-04,tempo_moderado_ativo,0
2020-05-05,tempo_moderado_ativo,0
2020-05-06,tempo_moderado_ativo,0
2020-05-07,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,0
2020-05-09,tempo_moderado_ativo,0
2020-05-10,tempo_moderado_ativo,0
2020-05-11,tempo_moderado_ativo,0
2020-05-12,tempo_moderado_ativo,0
2020-04-23,tempo_moderado_ativo,0
2020-04-13,tempo_moderado_ativo,32
2020-04-14,tempo_moderado_ativo,13
2020-04-15,tempo_moderado_ativo,24
2020-04-17,tempo_moderado_ativo,7
2020-04-18,tempo_moderado_ativo,16
2020-04-19,tempo_moderado_ativo,7
2020-04-21,tempo_moderado_ativo,26
2020-04-22,tempo_moderado_ativo,27
2020-04-23,tempo_moderado_ativo,35
2020-04-24,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,11
2020-04-26,tempo_moderado_ativo,0
2020-04-27,tempo_moderado_ativo,9
2020-04-28,tempo_moderado_ativo,0
2020-04-29,tempo_moderado_ativo,0
2020-04-12,tempo_moderado_ativo,19
2020-04-13,tempo_moderado_ativo,46
2020-04-14,tempo_moderado_ativo,23
2020-04-15,tempo_moderado_ativo,42
2020-04-16,tempo_moderado_ativo,13
2020-04-17,tempo_moderado_ativo,13
2020-04-18,tempo_moderado_ativo,13
2020-04-19,tempo_moderado_ativo,13
2020-04-20,tempo_moderado_ativo,13
2020-04-21,tempo_moderado_ativo,0
2020-04-22,tempo_moderado_ativo,12
2020-04-23,tempo_moderado_ativo,13
2020-04-24,tempo_moderado_ativo,13
2020-04-25,tempo_moderado_ativo,9
2020-04-26,tempo_moderado_ativo,13
2020-04-27,tempo_moderado_ativo,10
2020-04-28,tempo_moderado_ativo,8
2020-04-29,tempo_moderado_ativo,32
2020-04-30,tempo_moderado_ativo,13
2020-05-01,tempo_moderado_ativo,40
2020-05-02,tempo_moderado_ativo,13
2020-05-03,tempo_moderado_ativo,41
2020-05-04,tempo_moderado_ativo,13
2020-05-05,tempo_moderado_ativo,13
2020-05-06,tempo_moderado_ativo,13
2020-05-07,tempo_moderado_ativo,13
2020-05-08,tempo_moderado_ativo,13
2020-05-10,tempo_moderado_ativo,13
2020-04-12,tempo_moderado_ativo,15
2020-04-16,tempo_moderado_ativo,21
2020-05-03,tempo_moderado_ativo,0
2020-05-04,tempo_moderado_ativo,46
2020-05-05,tempo_moderado_ativo,42
2020-05-06,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,0
2020-05-10,tempo_moderado_ativo,0
2020-04-14,tempo_moderado_ativo,9
2020-04-15,tempo_moderado_ativo,0
2020-04-16,tempo_moderado_ativo,0
2020-04-18,tempo_moderado_ativo,9
2020-04-19,tempo_moderado_ativo,0
2020-04-20,tempo_moderado_ativo,18
2020-04-21,tempo_moderado_ativo,0
2020-04-22,tempo_moderado_ativo,19
2020-04-23,tempo_moderado_ativo,0
2020-04-24,tempo_moderado_ativo,5
2020-04-25,tempo_moderado_ativo,8
2020-04-26,tempo_moderado_ativo,21
2020-04-27,tempo_moderado_ativo,47
2020-04-28,tempo_moderado_ativo,8
2020-04-29,tempo_moderado_ativo,18
2020-04-30,tempo_moderado_ativo,38
2020-05-01,tempo_moderado_ativo,0
2020-05-02,tempo_moderado_ativo,11
2020-05-03,tempo_moderado_ativo,26
2020-05-06,tempo_moderado_ativo,11
2020-05-07,tempo_moderado_ativo,28
2020-05-08,tempo_moderado_ativo,0
2020-05-09,tempo_moderado_ativo,14
2020-05-10,tempo_moderado_ativo,12
2020-05-11,tempo_moderado_ativo,18
2020-05-12,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,0
2020-04-16,tempo_moderado_ativo,9
2020-04-17,tempo_moderado_ativo,0
2020-04-18,tempo_moderado_ativo,8
2020-04-19,tempo_moderado_ativo,16
2020-04-20,tempo_moderado_ativo,42
2020-04-21,tempo_moderado_ativo,12
2020-04-22,tempo_moderado_ativo,25
2020-04-23,tempo_moderado_ativo,5
2020-04-24,tempo_moderado_ativo,8
2020-04-26,tempo_moderado_ativo,23
2020-04-27,tempo_moderado_ativo,13
2020-04-28,tempo_moderado_ativo,9
2020-04-30,tempo_moderado_ativo,43
2020-05-01,tempo_moderado_ativo,15
2020-05-02,tempo_moderado_ativo,4
2020-05-04,tempo_moderado_ativo,21
2020-05-05,tempo_moderado_ativo,39
2020-05-05,tempo_moderado_ativo,39
2020-05-07,tempo_moderado_ativo,13
2020-05-08,tempo_moderado_ativo,38
2020-05-09,tempo_moderado_ativo,19
2020-05-10,tempo_moderado_ativo,14
2020-05-11,tempo_moderado_ativo,18
2020-04-12,tempo_moderado_ativo,0
2020-04-13,tempo_moderado_ativo,0
2020-04-14,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,0
2020-04-16,tempo_moderado_ativo,0
2020-04-17,tempo_moderado_ativo,0
2020-04-19,tempo_moderado_ativo,0
2020-04-20,tempo_moderado_ativo,0
2020-04-21,tempo_moderado_ativo,0
2020-04-22,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,0
2020-04-26,tempo_moderado_ativo,1
2020-04-27,tempo_moderado_ativo,1
2020-04-28,tempo_moderado_ativo,0
2020-04-29,tempo_moderado_ativo,0
2020-04-30,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,0
2020-05-02,tempo_moderado_ativo,4
2020-05-03,tempo_moderado_ativo,2
2020-05-04,tempo_moderado_ativo,0
2020-05-05,tempo_moderado_ativo,6
2020-05-06,tempo_moderado_ativo,0
2020-05-07,tempo_moderado_ativo,4
2020-05-08,tempo_moderado_ativo,8
2020-05-09,tempo_moderado_ativo,0
2020-05-10,tempo_moderado_ativo,0
2020-05-11,tempo_moderado_ativo,22
2020-05-12,tempo_moderado_ativo,0
2020-04-21,tempo_moderado_ativo,21
2020-04-26,tempo_moderado_ativo,41
2020-04-29,tempo_moderado_ativo,29
2020-05-01,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,35
2020-04-12,tempo_moderado_ativo,0
2020-04-13,tempo_moderado_ativo,0
2020-04-14,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,8
2020-04-16,tempo_moderado_ativo,24
2020-04-17,tempo_moderado_ativo,13
2020-04-18,tempo_moderado_ativo,30
2020-04-19,tempo_moderado_ativo,8
2020-04-20,tempo_moderado_ativo,29
2020-04-21,tempo_moderado_ativo,41
2020-04-23,tempo_moderado_ativo,13
2020-04-24,tempo_moderado_ativo,13
2020-04-25,tempo_moderado_ativo,15
2020-04-26,tempo_moderado_ativo,8
2020-04-27,tempo_moderado_ativo,16
2020-04-28,tempo_moderado_ativo,9
2020-04-29,tempo_moderado_ativo,19
2020-04-30,tempo_moderado_ativo,36
2020-05-03,tempo_moderado_ativo,0
2020-05-04,tempo_moderado_ativo,15
2020-05-05,tempo_moderado_ativo,5
2020-05-06,tempo_moderado_ativo,16
2020-05-07,tempo_moderado_ativo,46
2020-05-07,tempo_moderado_ativo,46
2020-05-09,tempo_moderado_ativo,12
2020-05-10,tempo_moderado_ativo,37
2020-05-11,tempo_moderado_ativo,41
2020-05-12,tempo_moderado_ativo,0
2020-04-12,tempo_moderado_ativo,13
2020-04-13,tempo_moderado_ativo,0
2020-04-14,tempo_moderado_ativo,41
2020-04-15,tempo_moderado_ativo,38
2020-04-16,tempo_moderado_ativo,0
2020-04-17,tempo_moderado_ativo,0
2020-04-18,tempo_moderado_ativo,0
2020-04-19,tempo_moderado_ativo,28
2020-04-20,tempo_moderado_ativo,0
2020-04-21,tempo_moderado_ativo,42
2020-04-22,tempo_moderado_ativo,16
2020-04-23,tempo_moderado_ativo,0
2020-04-24,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,11
2020-04-26,tempo_moderado_ativo,18
2020-04-27,tempo_moderado_ativo,16
2020-04-28,tempo_moderado_ativo,13
2020-04-29,tempo_moderado_ativo,15
2020-04-30,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,0
2020-05-02,tempo_moderado_ativo,9
2020-05-03,tempo_moderado_ativo,29
2020-05-04,tempo_moderado_ativo,0
2020-05-05,tempo_moderado_ativo,29
2020-05-06,tempo_moderado_ativo,9
2020-05-07,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,8
2020-05-09,tempo_moderado_ativo,22
2020-05-10,tempo_moderado_ativo,40
2020-05-11,tempo_moderado_ativo,0
2020-05-12,tempo_moderado_ativo,6
2020-04-12,tempo_moderado_ativo,16
2020-04-13,tempo_moderado_ativo,11
2020-04-14,tempo_moderado_ativo,30
2020-04-15,tempo_moderado_ativo,13
2020-04-16,tempo_moderado_ativo,13
2020-04-17,tempo_moderado_ativo,37
2020-04-18,tempo_moderado_ativo,32
2020-04-19,tempo_moderado_ativo,23
2020-04-20,tempo_moderado_ativo,16
2020-04-21,tempo_moderado_ativo,13
2020-04-22,tempo_moderado_ativo,30
2020-04-23,tempo_moderado_ativo,24
2020-04-24,tempo_moderado_ativo,13
2020-04-25,tempo_moderado_ativo,38
2020-04-26,tempo_moderado_ativo,32
2020-04-27,tempo_moderado_ativo,16
2020-04-28,tempo_moderado_ativo,13
2020-04-29,tempo_moderado_ativo,36
2020-04-30,tempo_moderado_ativo,45
2020-05-01,tempo_moderado_ativo,13
2020-05-02,tempo_moderado_ativo,20
2020-05-03,tempo_moderado_ativo,8
2020-05-04,tempo_moderado_ativo,9
2020-05-05,tempo_moderado_ativo,21
2020-05-10,tempo_moderado_ativo,37
2020-05-11,tempo_moderado_ativo,15
2020-04-16,tempo_moderado_ativo,15
2020-04-17,tempo_moderado_ativo,0
2020-04-18,tempo_moderado_ativo,0
2020-04-19,tempo_moderado_ativo,0
2020-04-20,tempo_moderado_ativo,10
2020-04-21,tempo_moderado_ativo,19
2020-04-22,tempo_moderado_ativo,0
2020-04-23,tempo_moderado_ativo,0
2020-04-24,tempo_moderado_ativo,0
2020-04-27,tempo_moderado_ativo,0
2020-04-28,tempo_moderado_ativo,0
2020-04-29,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,0
2020-05-05,tempo_moderado_ativo,0
2020-05-06,tempo_moderado_ativo,0
2020-05-07,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,0
2020-05-09,tempo_moderado_ativo,0
2020-04-13,tempo_moderado_ativo,18
2020-04-14,tempo_moderado_ativo,24
2020-04-15,tempo_moderado_ativo,0
2020-04-12,tempo_moderado_ativo,14
2020-04-13,tempo_moderado_ativo,24
2020-04-14,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,0
2020-04-16,tempo_moderado_ativo,3
2020-04-17,tempo_moderado_ativo,13
2020-04-18,tempo_moderado_ativo,42
2020-04-19,tempo_moderado_ativo,41
2020-04-20,tempo_moderado_ativo,4
2020-04-21,tempo_moderado_ativo,27
2020-04-22,tempo_moderado_ativo,33
2020-04-23,tempo_moderado_ativo,41
2020-04-24,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,31
2020-04-26,tempo_moderado_ativo,7
2020-04-27,tempo_moderado_ativo,38
2020-04-28,tempo_moderado_ativo,8
2020-04-29,tempo_moderado_ativo,15
2020-04-30,tempo_moderado_ativo,16
2020-05-01,tempo_moderado_ativo,0
2020-05-02,tempo_moderado_ativo,39
2020-05-03,tempo_moderado_ativo,36
2020-05-04,tempo_moderado_ativo,36
2020-05-05,tempo_moderado_ativo,22
2020-05-06,tempo_moderado_ativo,0
2020-05-07,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,14
2020-05-09,tempo_moderado_ativo,21
2020-05-10,tempo_moderado_ativo,34
2020-05-11,tempo_moderado_ativo,7
2020-05-12,tempo_moderado_ativo,8
2020-04-16,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,0
2020-04-12,tempo_moderado_ativo,6
2020-04-13,tempo_moderado_ativo,26
2020-04-14,tempo_moderado_ativo,32
2020-04-15,tempo_moderado_ativo,21
2020-04-19,tempo_moderado_ativo,13
2020-04-20,tempo_moderado_ativo,13
2020-04-21,tempo_moderado_ativo,6
2020-04-22,tempo_moderado_ativo,13
2020-04-24,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,39
2020-04-26,tempo_moderado_ativo,33
2020-04-27,tempo_moderado_ativo,6
2020-04-28,tempo_moderado_ativo,13
2020-04-30,tempo_moderado_ativo,17
2020-05-01,tempo_moderado_ativo,15
2020-05-02,tempo_moderado_ativo,26
2020-05-03,tempo_moderado_ativo,36
2020-05-04,tempo_moderado_ativo,12
2020-05-06,tempo_moderado_ativo,35
2020-05-07,tempo_moderado_ativo,42
2020-05-08,tempo_moderado_ativo,27
2020-05-09,tempo_moderado_ativo,13
2020-05-11,tempo_moderado_ativo,40
2020-05-12,tempo_moderado_ativo,4
2020-04-20,tempo_moderado_ativo,5
2020-04-23,tempo_moderado_ativo,14
2020-05-07,tempo_moderado_ativo,20
2020-04-12,tempo_moderado_ativo,15
2020-04-13,tempo_moderado_ativo,14
2020-04-14,tempo_moderado_ativo,21
2020-04-15,tempo_moderado_ativo,23
2020-04-16,tempo_moderado_ativo,21
2020-04-17,tempo_moderado_ativo,0
2020-04-18,tempo_moderado_ativo,10
2020-04-19,tempo_moderado_ativo,19
2020-04-20,tempo_moderado_ativo,8
2020-04-21,tempo_moderado_ativo,16
2020-04-22,tempo_moderado_ativo,12
2020-04-23,tempo_moderado_ativo,10
2020-04-24,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,16
2020-04-25,tempo_moderado_ativo,16
2020-04-26,tempo_moderado_ativo,18
2020-04-27,tempo_moderado_ativo,4
2020-04-28,tempo_moderado_ativo,10
2020-04-29,tempo_moderado_ativo,7
2020-04-30,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,10
2020-05-02,tempo_moderado_ativo,4
2020-05-03,tempo_moderado_ativo,20
2020-05-04,tempo_moderado_ativo,10
2020-05-05,tempo_moderado_ativo,3
2020-05-06,tempo_moderado_ativo,5
2020-05-07,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,0
2020-05-09,tempo_moderado_ativo,13
2020-05-10,tempo_moderado_ativo,13
2020-05-11,tempo_moderado_ativo,10
2020-05-12,tempo_moderado_ativo,6
2020-04-12,tempo_moderado_ativo,0
2020-04-13,tempo_moderado_ativo,0
2020-04-14,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,0
2020-04-20,tempo_moderado_ativo,10
2020-04-22,tempo_moderado_ativo,20
2020-04-23,tempo_moderado_ativo,45
2020-04-27,tempo_moderado_ativo,0
2020-04-28,tempo_moderado_ativo,0
2020-04-29,tempo_moderado_ativo,14
2020-04-30,tempo_moderado_ativo,20
2020-05-01,tempo_moderado_ativo,0
2020-05-02,tempo_moderado_ativo,0
2020-05-03,tempo_moderado_ativo,0
2020-05-04,tempo_moderado_ativo,0
2020-04-12,tempo_intenso_ativo,25
2020-04-13,tempo_intenso_ativo,21
2020-04-15,tempo_intenso_ativo,29
2020-04-16,tempo_intenso_ativo,36
2020-04-17,tempo_intenso_ativo,38
2020-04-19,tempo_intenso_ativo,50
2020-04-20,tempo_intenso_ativo,28
2020-04-21,tempo_intenso_ativo,19
2020-04-23,tempo_intenso_ativo,41
2020-04-24,tempo_intenso_ativo,39
2020-04-25,tempo_intenso_ativo,73
2020-04-26,tempo_intenso_ativo,31
2020-04-28,tempo_intenso_ativo,48
2020-04-29,tempo_intenso_ativo,16
2020-04-30,tempo_intenso_ativo,52
2020-05-01,tempo_intenso_ativo,33
2020-05-02,tempo_intenso_ativo,41
2020-05-03,tempo_intenso_ativo,50
2020-05-05,tempo_intenso_ativo,45
2020-05-06,tempo_intenso_ativo,24
2020-05-07,tempo_intenso_ativo,37
2020-05-08,tempo_intenso_ativo,44
2020-05-09,tempo_intenso_ativo,46
2020-05-10,tempo_intenso_ativo,46
2020-05-11,tempo_intenso_ativo,36
2020-04-29,tempo_intenso_ativo,0
2020-04-30,tempo_intenso_ativo,9
2020-05-02,tempo_intenso_ativo,1
2020-05-08,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-30,tempo_intenso_ativo,0
2020-05-01,tempo_intenso_ativo,0
2020-04-12,tempo_intenso_ativo,0
2020-04-13,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-26,tempo_intenso_ativo,0
2020-04-28,tempo_intenso_ativo,0
2020-04-12,tempo_intenso_ativo,3
2020-04-13,tempo_intenso_ativo,0
2020-04-14,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-16,tempo_intenso_ativo,0
2020-04-17,tempo_intenso_ativo,0
2020-04-19,tempo_intenso_ativo,0
2020-04-20,tempo_intenso_ativo,0
2020-04-21,tempo_intenso_ativo,0
2020-04-22,tempo_intenso_ativo,0
2020-04-23,tempo_intenso_ativo,0
2020-04-24,tempo_intenso_ativo,0
2020-04-25,tempo_intenso_ativo,0
2020-04-27,tempo_intenso_ativo,0
2020-04-28,tempo_intenso_ativo,0
2020-04-29,tempo_intenso_ativo,0
2020-04-30,tempo_intenso_ativo,0
2020-05-01,tempo_intenso_ativo,0
2020-05-02,tempo_intenso_ativo,0
2020-05-04,tempo_intenso_ativo,0
2020-05-05,tempo_intenso_ativo,0
2020-05-06,tempo_intenso_ativo,0
2020-05-07,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,0
2020-05-09,tempo_intenso_ativo,0
2020-05-10,tempo_intenso_ativo,0
2020-05-11,tempo_intenso_ativo,0
2020-05-12,tempo_intenso_ativo,0
2020-04-23,tempo_intenso_ativo,0
2020-04-13,tempo_intenso_ativo,19
2020-04-14,tempo_intenso_ativo,1
2020-04-15,tempo_intenso_ativo,1
2020-04-17,tempo_intenso_ativo,1
2020-04-18,tempo_intenso_ativo,11
2020-04-19,tempo_intenso_ativo,0
2020-04-21,tempo_intenso_ativo,23
2020-04-22,tempo_intenso_ativo,9
2020-04-23,tempo_intenso_ativo,32
2020-04-24,tempo_intenso_ativo,0
2020-04-25,tempo_intenso_ativo,15
2020-04-26,tempo_intenso_ativo,0
2020-04-27,tempo_intenso_ativo,26
2020-04-28,tempo_intenso_ativo,0
2020-04-29,tempo_intenso_ativo,0
2020-04-12,tempo_intenso_ativo,44
2020-04-13,tempo_intenso_ativo,31
2020-04-14,tempo_intenso_ativo,5
2020-04-15,tempo_intenso_ativo,15
2020-04-16,tempo_intenso_ativo,31
2020-04-17,tempo_intenso_ativo,11
2020-04-18,tempo_intenso_ativo,4
2020-04-19,tempo_intenso_ativo,19
2020-04-20,tempo_intenso_ativo,2
2020-04-21,tempo_intenso_ativo,0
2020-04-22,tempo_intenso_ativo,33
2020-04-23,tempo_intenso_ativo,0
2020-04-24,tempo_intenso_ativo,30
2020-04-25,tempo_intenso_ativo,50
2020-04-26,tempo_intenso_ativo,7
2020-04-27,tempo_intenso_ativo,0
2020-04-28,tempo_intenso_ativo,15
2020-04-29,tempo_intenso_ativo,36
2020-04-30,tempo_intenso_ativo,43
2020-05-01,tempo_intenso_ativo,41
2020-05-02,tempo_intenso_ativo,24
2020-05-03,tempo_intenso_ativo,47
2020-05-04,tempo_intenso_ativo,14
2020-05-05,tempo_intenso_ativo,14
2020-05-06,tempo_intenso_ativo,29
2020-05-07,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,9
2020-05-10,tempo_intenso_ativo,1
2020-04-12,tempo_intenso_ativo,4
2020-04-16,tempo_intenso_ativo,65
2020-05-03,tempo_intenso_ativo,0
2020-05-04,tempo_intenso_ativo,13
2020-05-05,tempo_intenso_ativo,38
2020-05-06,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,0
2020-05-10,tempo_intenso_ativo,0
2020-04-14,tempo_intenso_ativo,1
2020-04-15,tempo_intenso_ativo,0
2020-04-16,tempo_intenso_ativo,0
2020-04-18,tempo_intenso_ativo,1
2020-04-19,tempo_intenso_ativo,0
2020-04-20,tempo_intenso_ativo,0
2020-04-21,tempo_intenso_ativo,0
2020-04-22,tempo_intenso_ativo,1
2020-04-23,tempo_intenso_ativo,0
2020-04-24,tempo_intenso_ativo,1
2020-04-25,tempo_intenso_ativo,0
2020-04-26,tempo_intenso_ativo,8
2020-04-27,tempo_intenso_ativo,6
2020-04-28,tempo_intenso_ativo,13
2020-04-29,tempo_intenso_ativo,6
2020-04-30,tempo_intenso_ativo,6
2020-05-01,tempo_intenso_ativo,0
2020-05-02,tempo_intenso_ativo,0
2020-05-03,tempo_intenso_ativo,8
2020-05-06,tempo_intenso_ativo,6
2020-05-07,tempo_intenso_ativo,3
2020-05-08,tempo_intenso_ativo,0
2020-05-09,tempo_intenso_ativo,2
2020-05-10,tempo_intenso_ativo,3
2020-05-11,tempo_intenso_ativo,3
2020-05-12,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-16,tempo_intenso_ativo,6
2020-04-17,tempo_intenso_ativo,0
2020-04-18,tempo_intenso_ativo,27
2020-04-19,tempo_intenso_ativo,20
2020-04-20,tempo_intenso_ativo,19
2020-04-21,tempo_intenso_ativo,7
2020-04-22,tempo_intenso_ativo,77
2020-04-23,tempo_intenso_ativo,58
2020-04-24,tempo_intenso_ativo,14
2020-04-26,tempo_intenso_ativo,14
2020-04-27,tempo_intenso_ativo,11
2020-04-28,tempo_intenso_ativo,19
2020-04-30,tempo_intenso_ativo,14
2020-05-01,tempo_intenso_ativo,12
2020-05-02,tempo_intenso_ativo,33
2020-05-04,tempo_intenso_ativo,35
2020-05-05,tempo_intenso_ativo,12
2020-05-05,tempo_intenso_ativo,12
2020-05-07,tempo_intenso_ativo,21
2020-05-08,tempo_intenso_ativo,21
2020-05-09,tempo_intenso_ativo,6
2020-05-10,tempo_intenso_ativo,13
2020-05-11,tempo_intenso_ativo,8
2020-04-12,tempo_intenso_ativo,0
2020-04-13,tempo_intenso_ativo,0
2020-04-14,tempo_intenso_ativo,0
